0,392,5.0
0,789,5.0
0,1171,5.0
0,1692,5.0
0,5419,5.0
0,5541,5.0
0,7437,5.0
0,8989,5.0
0,9296,3.0
0,10040,5.0
0,10112,5.0
0,10576,3.0
0,11242,5.0
0,11680,5.0
0,11862,5.0
0,12025,5.0
0,12602,5.0
0,12611,5.0
0,12695,5.0
0,12765,5.0
0,12778,5.0
0,12951,5.0
0,12952,5.0
0,12954,5.0
1,381,2.0
1,392,5.0
1,487,2.0
1,529,5.0
1,571,5.0
1,1342,4.0
1,1346,4.0
1,1354,5.0
1,2074,5.0
1,2104,1.0
1,2698,1.0
1,2948,5.0
1,3106,5.0
1,3128,5.0
1,3833,4.0
1,3834,5.0
1,3865,5.0
1,4208,5.0
1,4250,5.0
1,4255,5.0
1,4299,2.0
1,4404,5.0
1,4420,5.0
1,4768,4.0
1,4903,5.0
1,5644,4.0
1,5840,3.0
1,6510,4.0
1,6774,4.0
1,7282,5.0
1,7320,3.0
1,7827,5.0
1,7829,5.0
1,7830,4.0
1,7834,5.0
1,8533,5.0
1,8654,5.0
1,9318,3.0
1,9620,5.0
1,9932,4.0
1,10753,5.0
1,11391,5.0
1,11602,3.0
1,11770,3.0
1,11803,5.0
1,11829,3.0
1,11843,5.0
1,12007,5.0
1,12109,4.0
1,12335,5.0
1,12489,5.0
1,12501,5.0
1,12513,5.0
1,12552,5.0
1,12553,5.0
1,12602,5.0
1,12611,5.0
1,12621,4.0
1,12647,5.0
1,12648,5.0
1,12695,5.0
1,12705,5.0
1,12736,5.0
1,12763,5.0
1,12769,5.0
1,12774,3.0
1,12817,5.0
1,12844,4.0
1,12855,5.0
1,12867,5.0
1,12874,5.0
1,12924,5.0
1,12931,5.0
1,12933,5.0
1,12955,5.0
1,12965,5.0
1,12971,5.0
1,12972,5.0
1,12979,5.0
1,13008,5.0
1,13027,4.0
1,13028,5.0
1,13031,5.0
1,13038,5.0
1,13054,5.0
1,13056,5.0
2,157,5.0
2,786,5.0
2,948,4.0
2,1480,5.0
2,1612,4.0
2,1675,3.0
2,1915,5.0
2,2031,5.0
2,2049,5.0
2,2422,3.0
2,2441,5.0
2,3438,5.0
2,3690,5.0
2,3718,5.0
2,3851,4.0
2,4144,5.0
2,4555,5.0
2,5165,5.0
2,5266,5.0
2,6999,4.0
2,7848,5.0
2,8825,1.0
2,10006,5.0
2,10891,5.0
2,10926,5.0
2,11099,5.0
2,11431,5.0
2,12590,5.0
3,3751,5.0
3,8026,5.0
3,9480,5.0
3,10753,5.0
3,12020,4.0
3,12626,5.0
3,12871,4.0
4,295,2.0
4,2422,1.0
4,4046,4.0
4,4349,3.0
4,5333,5.0
4,6150,4.0
4,6469,4.0
4,6755,4.0
4,7183,5.0
4,7988,3.0
4,9254,5.0
4,10265,2.0
4,10576,5.0
4,11803,4.0
4,11859,4.0
4,12335,4.0
4,12423,2.0
